koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_num_transits,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag
CONFIRMED,0.663085361,131.97961,0.841,1.1522,3.23E+02,0.019059,0.83471,1.6,0.0141,71.76,1615,5172,4.6,0.07,0.767,0.878,15.304,16.013,15.204,15,14.834,13.872,13.339,13.28
CONFIRMED,19.1187425,138.42824,0.74,6.805,2.18E+02,0.014589,0.17189,2.33,0.1444,87.16,73,5862,4.148,0.16,1.463,1.097,14.838,15.336,14.808,14.625,14.526,13.603,13.28,13.183
FALSE POSITIVE,1.08749101,131.77034,0.979,1.6192,1.26E+02,0.014029,0.07654,4.91,0.0235,54.5,1233,5988,3.594,-0.22,3.204,1.469,13.214,13.716,13.168,12.999,12.887,11.93,11.671,11.578
FALSE POSITIVE,1.183818383,131.88403,0.17,1.393,8.43E+01,0.008438,3.67478,0.91,0.0222,88.49,904,6014,4.459,-0.06,0.992,1.029,14.675,15.167,14.629,14.465,14.414,13.487,13.175,13.097
FALSE POSITIVE,4.98845099,133.74684,0.041,7.453,1.94E+02,0.01264,0.10731,1.33,0.0545,89.55,217,5695,4.411,-0.2,0.961,0.868,15.331,15.91,15.282,15.083,14.964,13.968,13.614,13.507
CONFIRMED,3.543919702,136.26075,0.022,1.8717,5.07E+02,0.020559,4.85351,1.21,0.037,89.91,360,3879,4.708,-0.12,0.537,0.537,15.473,16.84,15.434,14.887,14.601,13.408,12.746,12.63
CANDIDATE,8.28157072,136.25775,0.042,3.1,1.39E+02,0.010655,2.41624,1.37,0.0795,89.88,158,5640,4.288,0.16,1.175,0.976,14.273,14.83,14.199,14.034,13.942,13.002,12.643,12.572
CANDIDATE,0.82628442,132.26993,0.28,0.9603,1.35E+02,0.010598,7.31113,0.96,0.0166,87.5,1620,5218,4.548,0.16,0.829,0.886,14.434,15.108,14.359,14.146,14.032,13.061,12.556,12.532
CANDIDATE,6.37705295,136.91384,0.234,1.949,5.03E+02,0.02038,7.11987,2.15,0.0691,89.46,181,5672,4.503,0.36,0.965,1.08,15.522,16.063,15.387,15.29,15.22,14.273,13.93,13.876
CONFIRMED,8.83929462,135.54125,0.924,1.719,3.16E+02,0.020396,1.18866,1.94,0.0795,86.88,148,5330,4.491,0.04,0.87,0.855,15.102,15.757,15.027,14.821,14.691,13.657,13.267,13.151
FALSE POSITIVE,0.631795416,132.53963,0.433,1.0703,1.45E+02,0.011358,3.45722,1.88,0.0155,84.05,1049,6414,4.173,-0.04,1.519,1.256,14.676,15.021,14.646,14.528,14.478,13.639,13.331,13.323
CONFIRMED,7.56126152,135.6368,0.253,2.851,1.81E+02,0.012323,2.59645,1.2,0.0751,89.27,136,5853,4.529,-0.1,0.895,0.99,14.64,15.121,14.577,14.434,14.354,13.451,13.119,13.086
CONFIRMED,34.9897847,144.20912,0.034,4.208,4.99E+02,0.020074,4.19621,1.14,0.1691,89.97,40,3765,4.725,0.02,0.521,0.526,15.987,17.431,16.016,15.369,15.039,13.818,13.131,12.948
CONFIRMED,7.05429483,136.18961,0.48,1.716,3.59E+02,0.017602,8.50958,1,0.0581,89.02,188,3765,4.725,0.02,0.521,0.526,15.987,17.431,16.016,15.369,15.039,13.818,13.131,12.948
CANDIDATE,2.27050106,133.54216,0.473,1.903,1.07E+02,0.009599,1.99423,0.55,0.0275,86.68,586,4671,4.721,-1.3,0.528,0.534,14.363,15.168,14.347,14.017,13.849,12.855,12.332,12.264
CONFIRMED,26.7838935,140.75396,0.036,4.584,3.65E+02,0.017057,2.46309,1.59,0.1673,89.95,50,5242,4.512,0.14,0.856,0.869,14.803,15.426,14.729,14.536,14.402,13.451,13.087,12.965
CONFIRMED,45.126216,165.42066,0.49,6.656,3.73E+02,0.018205,0.91754,2.32,0.263,89.39,22,6499,4.378,-0.1,1.169,1.191,14.689,15.049,14.63,14.535,14.489,13.594,13.316,13.258
CONFIRMED,11.94019101,136.55603,0.348,2.866,6.32E+02,0.022753,3.80666,1.86,0.096,89.35,111,5073,4.607,0.07,0.748,0.856,15.912,16.668,15.827,15.587,15.459,14.354,13.863,13.797
FALSE POSITIVE,3.51295674,133.78198,0.499,3.06,8.31E+01,0.008609,0.70464,1.1,0.0461,86.29,765,6453,4.326,-0.28,1.17,1.053,13.51,13.843,13.473,13.367,13.363,12.523,12.267,12.303
CONFIRMED,48.4313003,141.45612,0.846,4.03,8.86E+02,0.03163,1.285,2.78,0.239,89.11,22,4891,4.516,0.16,0.805,0.776,15.605,16.339,15.507,15.29,15.127,14.109,13.633,13.558
CONFIRMED,7.203855862,170.285731,0.037,2.5418,1.77E+03,0.038237,4.13698,2.25,0.0595,89.9,186,3834,4.708,-0.02,0.539,0.541,15.264,16.628,15.264,14.68,14.342,13.184,12.487,12.383
CONFIRMED,6.73808701,133.32953,0.148,2.591,9.29E+01,0.008644,3.24733,0.73,0.0647,89.57,199,5168,4.566,-0.12,0.769,0.793,13.942,14.559,13.907,13.678,13.572,12.584,12.194,12.075
FALSE POSITIVE,7.57571414,138.2166,0.413,2.357,4.19E+02,0.019126,3.95146,2.45,0.0812,88.97,68,6418,4.395,0.07,1.171,1.241,15.614,16.056,15.563,15.425,15.362,14.493,14.267,14.047
FALSE POSITIVE,4.76887671,132.09888,0.654,1.672,1.16E+02,0.01042,3.95114,2.11,0.0565,87.77,225,6063,3.926,-0.36,1.855,1.058,13.388,13.803,13.344,13.21,13.165,12.304,11.99,11.922
FALSE POSITIVE,1.347512632,132.127858,1.252,1.9817,2.65E+03,0.313479,0.1485,23.45,0.0208,58.91,841,5316,4.585,-0.78,0.685,0.658,15.894,16.59,15.89,15.596,15.411,14.417,13.977,13.792
FALSE POSITIVE,0.512581697,132.80609,0.283,1.5789,2.59E+02,0.01472,1.12463,1.32,0.0122,83.5,2606,5547,4.571,-0.1,0.82,0.918,15.338,15.912,15.285,15.093,15.017,14.117,13.654,13.59
FALSE POSITIVE,12.07760884,140.46287,0.264,2.233,1.51E+02,0.011165,8.51053,1.03,0.0945,89.62,109,5370,4.471,-0.24,0.845,0.771,14.166,14.773,14.104,13.906,13.807,12.811,12.339,12.292
CANDIDATE,18.55581565,132.07105,0.073,5.372,5.66E+02,0.021575,1.06884,20.83,0.1919,89.84,73,5988,2.982,0.56,8.841,2.734,13.506,13.723,13.434,13.382,13.389,12.594,12.388,12.367
CANDIDATE,13.33094869,133.78632,1.199,1.426,7.26E+02,0.228694,0.76484,25.95,0.1092,86.44,103,5991,4.394,-0.18,1.039,0.976,14.847,15.313,14.794,14.647,14.592,13.595,13.287,13.247
FALSE POSITIVE,6.38315744,132.30539,0.029,1.7075,1.11E+03,0.030114,11.81411,2.35,0.062,89.94,138,5262,4.623,-0.34,0.714,0.786,15.554,16.205,15.498,15.275,15.105,14.123,13.72,13.66
CONFIRMED,27.52194772,189.824523,0.35,4.047,2.31E+03,0.044275,3.33633,2.47,0.1445,89.61,49,3780,4.746,-0.02,0.511,0.531,15.108,16.484,15.193,14.519,14.143,12.912,12.236,12.08
CONFIRMED,16.1289679,143.75518,0.968,6.271,3.89E+02,0.024747,0.02158,2.94,0.1202,81.65,86,5392,4.314,0.18,1.087,0.888,15.022,15.697,14.982,14.733,14.591,13.604,13.157,13.054
CONFIRMED,13.5631157,140.65364,0.704,5.438,3.36E+02,0.017929,0.28446,1.75,0.1109,87.13,79,5853,4.529,-0.1,0.895,0.99,15.785,16.327,15.724,15.552,15.435,14.493,14.101,14.104
CONFIRMED,16.2959916,133.90784,0.213,2.116,3.70E+02,0.0174,14.28447,1.83,0.123,89.79,81,5495,4.442,0.16,0.961,0.932,15.243,15.739,15.177,15.031,14.944,14.052,13.688,13.631
CONFIRMED,4.16056658,132.27418,0.069,2.61,7.58E+01,0.007855,2.01253,0.7,0.0491,89.68,328,5481,4.574,-0.06,0.815,0.914,13.889,14.428,13.815,13.658,13.574,12.631,12.273,12.199
FALSE POSITIVE,2.93101771,131.92959,0.523,2.231,1.99E+02,0.013311,1.47235,1.15,0.0359,86.57,460,5485,4.5,-0.56,0.788,0.716,15.484,16.074,15.464,15.232,15.131,14.1,13.651,13.606
CONFIRMED,39.79220077,175.250558,0.019,4.466,6.10E+02,0.022303,4.02378,1.9,0.2144,89.98,35,5437,4.571,-0.24,0.781,0.829,9.705,10.418,9.779,,,8.356,8,7.942
FALSE POSITIVE,16.2276756,136.62586,0.633,3.699,5.26E+02,0.021927,1.39845,2.11,0.1163,88.65,54,5328,4.447,-0.1,0.883,0.796,15.388,16.067,15.318,15.098,14.936,13.874,13.441,13.326
FALSE POSITIVE,1.595630597,136.13782,1.21,1.793,2.60E+02,0.22532,0.04305,17.94,0.0248,47.66,669,5632,4.616,-0.56,0.729,0.816,15.112,15.661,15.078,14.877,14.765,13.857,13.503,13.409
CONFIRMED,14.8200596,133.39933,0.059,3.902,1.85E+02,0.011998,2.17048,0.96,0.1089,89.88,92,4825,4.603,0.08,0.732,0.785,14.146,14.998,14.071,13.781,13.641,12.554,12.039,11.942
CONFIRMED,20.49041,144.41979,0.011,4.369,6.62E+02,0.023227,2.21987,2.34,0.1485,89.98,56,5681,4.524,0.21,0.923,1.038,15.93,16.555,15.863,15.662,15.555,14.598,14.185,14.059
FALSE POSITIVE,0.962827066,132.20517,1.079,4.48,8.63E+01,0.088515,0.02774,29.27,0.0218,13.09,1399,6534,3.647,-0.34,3.028,1.484,13.398,13.758,13.374,13.243,13.232,12.355,12.138,12.086
CONFIRMED,8.679037,140.90423,0.224,2.864,3.02E+02,0.015997,3.03696,1.79,0.083,89.44,155,6117,4.42,-0.18,1.027,1.008,15.18,15.652,15.152,14.978,14.935,14.059,13.719,13.629
CONFIRMED,11.1296971,138.57573,0.572,2.942,3.71E+02,0.018314,2.20963,1.93,0.0989,88.66,117,6122,4.487,-0.18,0.964,1.041,15.859,16.358,15.822,15.645,15.555,14.682,14.359,14.192
CONFIRMED,2.7296036,133.28661,0.509,2.721,1.46E+02,0.011314,0.77497,1.53,0.0394,85.66,492,5887,4.292,0.16,1.235,1.09,15.147,15.605,15.11,14.951,14.887,13.994,13.71,13.714
CONFIRMED,3.11604194,133.84988,0.195,1.7763,3.45E+02,0.016885,4.67593,1.59,0.0415,89.17,418,5591,4.559,0.07,0.86,0.977,15.79,16.405,15.733,15.527,15.476,14.477,14.094,13.929
CONFIRMED,46.82767725,136.74468,0.393,1.9033,1.54E+03,0.036335,50.49124,2.13,0.2068,89.87,28,3879,4.708,-0.12,0.537,0.537,15.473,16.84,15.434,14.887,14.601,13.408,12.746,12.63
CONFIRMED,12.7372371,136.0162,0.364,3.358,1.01E+02,0.009176,2.3695,0.87,0.1021,89.24,108,5420,4.502,0,0.868,0.874,13.463,13.965,13.374,13.248,13.153,12.209,11.893,11.808
CONFIRMED,40.0306267,148.85882,0.322,4.815,2.15E+02,0.013429,2.68444,2.01,0.2408,89.7,37,5855,4.227,0.26,1.373,1.161,13.628,14.045,13.572,13.45,13.451,12.558,12.296,12.239
CONFIRMED,0.679336747,132.856178,0.209,1.2188,2.41E+02,0.014073,3.18974,1.4,0.0148,87.19,1523,5440,4.491,0.21,0.913,0.942,14.159,14.68,14.098,13.936,13.834,12.912,12.516,12.436
FALSE POSITIVE,213.6103207,141.655562,0.977,10.7643,1.11E+05,0.499257,2.12295,46.07,0.6837,89.68,7,5931,4.554,-0.34,0.845,0.933,15.619,16.089,15.569,15.417,15.34,14.432,14.029,13.983
FALSE POSITIVE,170.8658492,299.660385,0.684,16.9895,2.98E+04,0.168735,0.25032,24.4,0.6155,89.46,8,5989,4.221,0,1.324,1.063,14.412,14.841,14.363,14.228,14.202,13.3,12.995,12.929
CANDIDATE,21.47642727,149.26156,0.006,5.5498,3.48E+05,0.544874,3.90916,59.5,0.1515,89.99,0,5780,4.438,0,1,1,17.29,16.512,17.19,17.622,,16.761,15.579,15.558
FALSE POSITIVE,17.5509742,133.9459,0.2023,4.064,3.86E+03,0.054672,2.44655,5.97,0.1325,89.38,,5780,4.438,,1,1,17.29,16.512,17.19,17.622,,16.761,15.579,15.558
CONFIRMED,88.5122014,182.67266,0.242,6.8214,2.52E+03,0.045589,2.47617,4.7,0.378,89.86,14,5593,4.45,0.02,0.945,0.918,11.921,12.429,11.862,11.703,11.646,10.672,10.356,10.285
FALSE POSITIVE,10.21507506,133.64546,0.1,3.395,2.59E+02,0.014437,2.26739,1.5,0.0888,89.75,114,5406,4.433,0.14,0.95,0.893,14.338,14.967,14.241,14.068,14.057,13.103,12.687,12.65
FALSE POSITIVE,8.3806973,134.7287,0.5317,3.028,6.51E+02,0.023783,1.70818,1.91,0.0746,88.24,,5062,4.601,-0.12,0.735,0.789,15.97,16.833,15.941,15.6,15.475,14.429,13.894,13.879
CONFIRMED,31.0572947,147.56275,0.335,3.401,6.37E+02,0.023111,6.0153,1.85,0.1803,89.72,46,5395,4.615,-0.34,0.734,0.821,15.956,16.588,15.902,15.685,15.519,14.551,14.098,14.018
CONFIRMED,15.1622287,144.474,0.959,7.332,4.80E+02,0.025685,0.01635,3.12,0.1259,80.54,72,6325,4.409,-0.04,1.112,1.157,15.212,15.611,15.145,15.041,14.952,14.156,13.851,13.819
CONFIRMED,10.04378351,353.61859,0.953,5.548,4.38E+02,0.024216,0.02787,2.94,0.0957,79.64,116,6325,4.409,-0.04,1.112,1.157,15.212,15.611,15.145,15.041,14.952,14.156,13.851,13.819
CANDIDATE,7.10397925,136.33096,0.192,1.5398,3.71E+02,0.017508,16.37752,1.51,0.0691,89.69,191,5488,4.584,-0.18,0.789,0.877,15.164,15.77,15.118,14.905,14.778,13.843,13.518,13.373
CONFIRMED,4.5513988,133.05954,0.248,2.457,1.89E+02,0.012288,2.45318,1.13,0.0499,88.98,297,5009,4.491,0.16,0.84,0.797,15.035,15.668,14.946,14.764,14.591,13.635,13.219,13.08
CONFIRMED,10.91274065,169.85247,0.685,2.1801,1.39E+03,0.036155,4.17699,2.13,0.0785,88.68,111,3834,4.708,-0.02,0.539,0.541,15.264,16.628,15.264,14.68,14.342,13.184,12.487,12.383
FALSE POSITIVE,12.2141545,141.3677,1.175,10.262,5.36E+02,0.201507,0.00211,18.13,0.1016,62.58,110,5435,4.578,0.07,0.824,0.937,15.352,15.971,15.248,15.087,15.025,14.149,13.756,13.676
FALSE POSITIVE,3.732261,131.93795,0.4,2.054,1.54E+02,0.011502,2.92397,1.09,0.0448,88.23,357,5762,4.495,-0.34,0.867,0.859,14.834,15.366,14.806,14.606,14.545,13.599,13.225,13.127
CONFIRMED,3.03267135,134.0668,0.238,1.774,4.24E+01,0.005931,4.29145,0.6,0.0405,88.93,447,5640,4.492,0.06,0.921,0.962,12.623,13.089,12.572,12.423,12.381,11.462,11.142,11.076
CONFIRMED,5.34182466,136.3186,0.07,3.577,7.05E+01,0.007643,1.0041,0.95,0.058,89.65,247,5767,4.287,-0.14,1.135,0.91,13.455,13.791,13.421,13.311,13.31,12.414,12.151,12.121
CONFIRMED,2.131945045,133.65547,0.209,1.8061,2.69E+02,0.014975,3.01046,1.66,0.0335,88.66,538,5845,4.469,0.26,1.013,1.102,15.545,16.104,15.483,15.306,15.232,14.318,13.941,13.852
CONFIRMED,12.9462567,139.4165,0.109,9.568,1.69E+02,0.011943,0.12756,1.13,0.1062,89.4,80,6058,4.54,-0.4,0.867,0.95,15.079,15.533,15.038,14.885,14.807,13.92,13.612,13.567
CONFIRMED,5.77957133,136.53014,0.946,2.5213,3.97E+02,0.023676,0.18683,1.5,0.0532,82.13,233,4102,4.687,-0.14,0.581,0.599,15.484,16.694,15.449,14.966,14.632,13.491,12.843,12.739
CANDIDATE,6.77367892,138.07568,0.228,3.579,1.51E+02,0.011355,1.19569,1.33,0.0727,89.09,196,6392,4.425,-0.2,1.072,1.116,15.024,15.418,14.976,14.855,14.797,13.929,13.649,13.654
CANDIDATE,5.22402436,132.85379,0.12,2.608,4.81E+01,0.006272,2.48173,0.58,0.0556,89.55,258,5487,4.512,-0.18,0.84,0.837,12.869,13.369,12.812,12.655,12.578,11.652,11.287,11.236
CONFIRMED,11.6601667,140.62189,0.983,5.882,1.81E+02,0.017606,0.00949,2.08,0.1016,76.07,117,5791,4.381,0.16,1.083,1.03,14.406,14.837,14.331,14.221,14.171,13.276,12.994,12.877
FALSE POSITIVE,89.465468,170.8426,0.931,9.88,6.79E+01,0.009567,0.04688,2.57,0.4285,88.03,16,5192,3.773,0.26,2.46,1.309,12.998,13.686,12.889,12.703,12.499,11.489,11.013,10.91
CONFIRMED,18.0161227,145.24169,0.023,4.016,5.00E+02,0.020538,2.49234,2.39,0.1369,89.96,36,6245,4.406,-0.16,1.065,1.049,15.394,15.832,15.341,15.206,15.115,14.171,13.885,13.878
FALSE POSITIVE,40.8777605,163.43477,1.262,9.745,7.19E+02,0.288798,0.00701,29.55,0.2314,81.49,31,5930,4.489,-0.14,0.937,0.988,15.59,16.135,15.564,15.357,15.301,14.36,13.995,14.044
FALSE POSITIVE,6.80243431,132.40355,1,3.817,2.49E+02,0.029185,0.01712,2.6,0.0675,73.27,197,5836,4.561,-0.4,0.816,0.884,15.188,15.707,15.149,14.966,14.868,13.975,13.578,13.553
CONFIRMED,84.5733346,150.152,0.024,5.762,8.92E+02,0.026709,4.03227,2.59,0.3778,89.99,18,5418,4.543,0.36,0.888,1.005,15.758,16.458,15.689,15.458,15.362,14.326,13.97,13.851
CONFIRMED,21.30181863,191.84136,0.086,3.8763,8.73E+01,0.008442,3.12966,0.72,0.1413,89.88,62,5437,4.571,-0.24,0.781,0.829,9.705,10.418,9.779,,,8.356,8,7.942
CONFIRMED,4.14789051,135.53291,0.878,3.829,1.38E+02,0.012475,0.0858,1.93,0.0541,78.14,319,6150,4.223,0.16,1.417,1.23,14.725,15.187,14.681,14.527,14.485,13.625,13.341,13.259
CANDIDATE,15.92108138,147.0537,0.972,1.5443,7.17E+02,0.035087,1.63255,3.14,0.1201,88.01,82,5595,4.57,-0.14,0.82,0.917,15.523,16.099,15.481,15.276,15.198,14.326,13.843,13.856
CONFIRMED,19.0054098,144.15574,1.228,1.843,5.42E+02,0.251685,0.35836,28.47,0.1412,86.29,73,6347,4.423,-0.32,1.036,1.032,14.839,15.238,14.805,14.668,14.63,13.757,13.453,13.367
FALSE POSITIVE,1.96433113,131.65195,0.16,2.381,1.39E+02,0.010865,1.2368,1.33,0.0323,88.55,582,6306,4.405,0,1.121,1.166,15.083,15.538,15.037,14.888,14.805,13.92,13.696,13.616
CANDIDATE,2.81043228,133.40821,0.351,3.874,4.74E+01,0.00628,0.35002,1.43,0.041,86.18,475,5415,3.868,0.12,2.079,1.164,13.388,14.009,13.339,13.122,13.015,12.065,11.667,11.582
CONFIRMED,0.968527683,131.50954,0.941,1.3672,1.15E+02,0.012523,0.2269,1.21,0.0191,65.17,1382,5580,4.538,0.14,0.886,0.989,14.511,14.99,14.478,14.306,14.207,13.305,12.959,12.901
CONFIRMED,0.664074145,133.40285,0.525,1.0925,2.13E+02,0.013695,2.93951,1.19,0.0143,82.63,2013,5178,4.585,0.16,0.797,0.896,15.645,16.377,15.579,15.33,15.193,14.162,13.753,13.572
FALSE POSITIVE,11.7489907,135.68045,0.1228,4.043,3.67E+01,0.005592,1.49244,1.01,0.1077,89.95,,6440,4.081,-0.1,1.655,1.204,11.638,11.931,11.583,11.513,11.5,10.661,10.452,10.406
CANDIDATE,175.603366,202.3721,0.952,9.543,5.07E+02,0.026036,0.09615,2.87,0.6288,88.99,7,6225,4.461,-0.18,1.009,1.07,15.054,15.474,15.003,14.874,14.816,13.926,13.646,13.62
CONFIRMED,3.849371737,157.526686,0.915,2.632,1.30E+03,0.039601,0.22463,12.94,0.0548,80.61,276,6244,3.657,-0.16,2.992,1.482,11.432,11.755,11.354,11.294,11.305,10.475,10.266,10.195
FALSE POSITIVE,0.366197145,133.55969,0.319,1.2335,2.75E+02,0.014924,1.67289,51.34,0.0122,81.97,1824,4448,1.694,-0.48,31.5,1.789,11.059,12.675,11.396,,,8.468,7.734,7.592
CONFIRMED,4.164384505,171.087935,0.59,1.8464,2.34E+03,0.045876,3.60443,2.54,0.0411,87.73,253,3808,4.754,-0.06,0.508,0.534,14.752,16.233,14.871,14.118,13.716,12.484,11.869,11.682
CONFIRMED,2.10433534,133.31612,0.872,1.1168,2.42E+02,0.016787,1.86071,0.79,0.025,83.39,634,3605,4.837,0.07,0.433,0.47,14.488,16.237,14.837,13.739,13.189,11.878,11.24,11.023
CONFIRMED,28.8431751,143.82307,0.913,3.171,7.57E+02,0.031071,0.83649,2.66,0.1679,88.43,44,5151,4.528,-0.16,0.785,0.758,15.652,16.403,15.608,15.33,15.061,14.141,13.674,13.542
FALSE POSITIVE,1.378649746,169.780113,0.099,1.2232,2.25E+04,0.135797,9.26842,6.51,0.0188,89.42,770,3440,4.82,0.46,0.439,0.465,15.373,17.092,15.754,14.636,14.059,12.701,12.001,11.783
FALSE POSITIVE,1.112207126,131.8505,0.402,1.35,5.47E+01,0.0069,3.06251,0.73,0.0214,86.06,1202,6046,4.486,-0.08,0.972,1.053,13.823,14.243,13.765,13.642,13.615,12.714,12.421,12.346
CANDIDATE,64.034363,159.0432,0.985,9.174,7.59E+02,0.040604,0.02643,3.47,0.2926,86.84,17,5691,4.561,-0.48,0.783,0.814,15.341,15.872,15.298,15.113,15.005,14.08,13.729,13.609
FALSE POSITIVE,1.303576682,133.0758,0.08,1.021,2.46E+02,0.014449,10.74186,1.51,0.0237,89.54,821,6045,4.494,-0.12,0.955,1.038,14.834,15.311,14.79,14.63,14.58,13.657,13.335,13.314
FALSE POSITIVE,1.958577398,132.26115,0.59,2.388,4.53E+02,0.020167,0.72208,1.8,0.0296,83.57,511,5402,4.568,0,0.816,0.901,15.902,16.551,15.829,15.624,15.527,14.518,14.037,14.059
CONFIRMED,5.19103699,135.21628,0.117,4.222,2.90E+02,0.01566,0.6011,1.92,0.0625,89.3,224,6321,4.417,0.07,1.125,1.207,15.438,15.87,15.374,15.253,15.196,14.34,14.122,14.354
CONFIRMED,4.86638504,134.01501,0.176,2.296,1.44E+02,0.010894,3.35225,1.32,0.0557,89.38,214,5688,4.333,0.1,1.111,0.969,13.987,14.512,13.935,13.762,13.685,12.759,12.414,12.361
FALSE POSITIVE,4.79176993,134.03502,0.372,4.52,1.17E+02,0.009839,0.36639,0.81,0.0498,87.21,282,5138,4.536,-0.3,0.756,0.717,14.287,14.889,14.235,14.028,13.923,13.02,12.59,12.501
CONFIRMED,25.1933989,146.4301,0.679,4.62,4.81E+02,0.021238,0.9584,1.95,0.156,88.78,50,5009,4.491,0.16,0.84,0.797,15.629,16.336,15.588,15.327,15.198,14.183,13.754,13.605
FALSE POSITIVE,0.759762021,131.79506,1.183,4.912,2.27E+02,0.197356,0.05782,24.2,0.0171,11.71,1764,6386,4.402,-0.08,1.123,1.161,14.871,15.236,14.806,14.715,14.679,13.829,13.579,13.487
CANDIDATE,4.790912471,132.01539,0.969,0.5134,3.61E+02,0.030503,12.93587,2.25,0.0486,87.78,282,4359,4.601,0.04,0.676,0.665,14.452,15.479,14.387,14.012,13.809,12.746,12.174,12.039
CONFIRMED,6.49441464,132.25189,0.911,2.344,3.57E+02,0.021621,0.42501,1.75,0.0612,84.68,208,4769,4.557,0,0.742,0.724,15.602,16.487,15.514,15.223,15.017,13.939,13.32,13.2
CONFIRMED,2.576571021,172.126911,0.187,1.5997,8.53E+02,0.0267,5.48224,1.57,0.03,89.14,499,3834,4.708,-0.02,0.539,0.541,15.264,16.628,15.264,14.68,14.342,13.184,12.487,12.383
CONFIRMED,28.4750006,154.5706,0.835,4.718,7.64E+02,0.029051,0.49861,2.64,0.1689,88.28,41,4996,4.497,0.14,0.831,0.791,15.86,16.533,15.801,15.571,15.478,14.388,13.922,13.824
CONFIRMED,14.7966306,142.74484,0.182,5.613,5.61E+01,0.006866,0.68638,0.98,0.1268,89.48,89,6175,4.299,0.28,1.307,1.244,11.714,12.108,11.726,,,10.785,10.503,10.484
CONFIRMED,11.25401871,136.8901,0.603,4.759,4.33E+02,0.019863,0.49229,2.42,0.0991,87.68,57,5995,4.351,-0.04,1.118,1.022,15.166,15.649,15.127,14.959,14.926,14.017,13.683,13.655
CONFIRMED,9.18244299,134.04601,0.257,4.318,8.76E+01,0.008634,0.89505,1.24,0.0886,89.07,143,6194,4.242,-0.04,1.314,1.098,13.223,13.494,13.178,13.107,13.076,12.325,12.087,11.995
CONFIRMED,14.6134781,140.41368,0.086,5.266,7.28E+01,0.007832,0.85547,1.12,0.1208,89.77,92,6194,4.242,-0.04,1.314,1.098,13.223,13.494,13.178,13.107,13.076,12.325,12.087,11.995
FALSE POSITIVE,119.682075,176.0877,1.259,31.28,1.70E+03,0.305437,0.00138,30.39,0.48,82.87,12,5778,4.531,0.07,0.911,1.028,15.903,16.464,15.832,15.662,15.556,14.678,14.244,14.161
CONFIRMED,42.9923284,162.50532,0.643,4.726,1.12E+03,0.032127,1.80643,3.32,0.2336,89.34,32,5593,4.45,0.02,0.945,0.918,11.921,12.429,11.862,11.703,11.646,10.672,10.356,10.285
CONFIRMED,6.88341278,172.66227,0.083,2.0674,4.87E+02,0.020209,6.91352,2.63,0.075,89.82,151,6139,4.359,0.2,1.193,1.19,10.868,11.182,10.802,10.733,10.726,9.911,9.665,9.617
FALSE POSITIVE,4.593595496,134.88971,1.147,2.7468,4.50E+04,0.457262,1.38533,44.14,0.0538,84.31,130,5717,4.538,0,0.884,0.984,16.444,17.049,16.376,16.185,16.065,15.036,14.665,14.762
CONFIRMED,197.5111484,272.3864,0.814,11.106,2.58E+03,0.05206,0.36069,9.52,0.6711,89.49,7,5616,4.004,0.04,1.674,1.032,13.349,13.794,13.282,13.159,13.065,12.169,11.859,11.825
CONFIRMED,11.1726723,140.00764,0.504,6.106,7.68E+01,0.008182,0.27686,1.5,0.0989,87.64,108,5616,4.004,0.04,1.674,1.032,13.349,13.794,13.282,13.159,13.065,12.169,11.859,11.825
CONFIRMED,2.53573284,133.01581,0.054,3.989,6.80E+01,0.007455,0.35053,1.36,0.0368,89.37,524,5616,4.004,0.04,1.674,1.032,13.349,13.794,13.282,13.159,13.065,12.169,11.859,11.825
CONFIRMED,6.79164656,136.48519,0.121,3.343,1.03E+02,0.009257,1.54556,1.01,0.0658,89.55,200,5772,4.351,-0.38,1.003,0.824,13.987,14.355,13.945,13.83,13.805,12.909,12.608,12.536
CONFIRMED,11.8376933,142.21212,0.557,3.381,9.29E+01,0.009122,1.54302,1,0.0953,88.58,110,5772,4.351,-0.38,1.003,0.824,13.987,14.355,13.945,13.83,13.805,12.909,12.608,12.536
CONFIRMED,18.5525162,135.51322,0.78,4.385,7.72E+02,0.027989,0.55817,2.53,0.1336,87.94,57,5569,4.566,-0.08,0.829,0.928,15.714,16.326,15.621,15.452,15.262,14.298,13.823,13.764
CANDIDATE,47.3659328,175.0355,1.085,7.929,7.57E+02,0.121506,0.01829,11.97,0.2475,85.19,26,5708,4.482,-0.16,0.902,0.902,15.817,16.405,15.776,15.565,15.479,14.533,14.052,13.963
CONFIRMED,13.3669309,184.0734,0.4064,3.733,1.22E+01,0.003223,1.67383,0.27,0.1025,88.81,,5417,4.567,-0.32,0.772,0.803,9.705,10.418,9.779,,,8.356,8,7.942
FALSE POSITIVE,1.045492348,132.27517,0.708,2.933,2.87E+01,0.005248,0.16251,0.83,0.0198,70.39,1277,6057,4.088,-0.4,1.457,0.95,12.804,13.2,12.758,12.635,12.588,11.702,11.391,11.367
